Tipo variazione;Istat vecchio;Denominazione Comune;Istat nuovo;Denominazione Comune associata alla variazione o nuova denominazione
AQ;041069;Colli al Metauro;041050;Saltara
AQ;041069;Colli al Metauro;041062;Serrungarina
ES;041037;Montemaggiore al Metauro;041069;Colli al Metauro
ES;041050;Saltara;041069;Colli al Metauro
ES;041062;Serrungarina;041069;Colli al Metauro
CS;041070;Terre Roveresche;041004;Barchi
CS;041070;Terre Roveresche;041040;Orciano di Pesaro
CS;041070;Terre Roveresche;041046;Piagge
CS;041070;Terre Roveresche;041052;San Giorgio di Pesaro
AQ;041070;Terre Roveresche;041004;Barchi
AQ;041070;Terre Roveresche;041040;Orciano di Pesaro
AQ;041070;Terre Roveresche;041046;Piagge
AQ;041070;Terre Roveresche;041052;San Giorgio di Pesaro
ES;041004;Barchi;041070;Terre Roveresche
ES;041040;Orciano di Pesaro;041070;Terre Roveresche
ES;041046;Piagge;041070;Terre Roveresche
ES;041052;San Giorgio di Pesaro;041070;Terre Roveresche
CS;038028;Terre del Reno;038016;Mirabello
CS;038028;Terre del Reno;038021;Sant'Agostino
AQ;038028;Terre del Reno;038016;Mirabello
AQ;038028;Terre del Reno;038021;Sant'Agostino
ES;038016;Mirabello;038028;Terre del Reno
ES;038021;Sant'Agostino;038028;Terre del Reno
AQ;096042;Pettinengo;096061;Selve Marcone
ES;096061;Selve Marcone;096042;Pettinengo
CS;013253;Alta Valle Intelvi;013194;Ramponio Verna
CS;013253;Alta Valle Intelvi;013179;Pellio Intelvi
CS;013253;Alta Valle Intelvi;013122;Lanzo d'Intelvi
AQ;013253;Alta Valle Intelvi;013194;Ramponio Verna
AQ;013253;Alta Valle Intelvi;013179;Pellio Intelvi
AQ;013253;Alta Valle Intelvi;013122;Lanzo d'Intelvi
ES;013194;Ramponio Verna;013253;Alta Valle Intelvi
ES;013179;Pellio Intelvi;013253;Alta Valle Intelvi
ES;013122;Lanzo d'Intelvi;013253;Alta Valle Intelvi
ES;013061;Cavallasca;013206;San Fermo della Battaglia
AQ;013206;San Fermo della Battaglia;013061;Cavallasca
CS;043058;Valfornace;043037;Pievebovigliana
CS;043058;Valfornace;043018;Fiordimonte
AQ;043058;Valfornace;043037;Pievebovigliana
AQ;043058;Valfornace;043018;Fiordimonte
ES;043037;Pievebovigliana;043058;Valfornace
ES;043018;Fiordimonte;043058;Valfornace
CS;024123;Val Liona;024045;Grancona
CS;024123;Val Liona;024092;San Germano dei Berici
AQ;024123;Val Liona;024045;Grancona
AQ;024123;Val Liona;024092;San Germano dei Berici
ES;024045;Grancona;024123;Val Liona
ES;024092;San Germano dei Berici;024123;Val Liona
AQ;020061;Sermide;020023;Felonica
ES;020023;Felonica;020061;Sermide e Felonica
CD;020061;Sermide;020061;Sermide e Felonica
CE;015009;Arese;015027;Bollate
AQ;015027;Bollate;015009;Arese
CE;015027;Bollate;015009;Arese
AQ;015009;Arese;015027;Bollate
AQ;021114;Villandro/Villanders;021022;Chiusa/Klausen
CE;021114;Villandro/Villanders;021022;Chiusa/Klausen
AQ;021022;Chiusa/Klausen;021114;Villandro/Villanders
CE;021022;Chiusa/Klausen;021114;Villandro/Villanders
CD;022176;Soraga;022176;Soraga di Fassa
CD;006076;Fubine;006076;Fubine Monferrato
CD;011020;Ortonovo;011020;Luni
CS;001316;Mappano;001063;Caselle Torinese
CS;001316;Mappano;001028;Borgaro Torinese
CS;001316;Mappano;001265;Settimo Torinese
CS;001316;Mappano;001130;Leini
AQ;001316;Mappano;001063;Caselle Torinese
AQ;001316;Mappano;001028;Borgaro Torinese
AQ;001316;Mappano;001265;Settimo Torinese
AQ;001316;Mappano;001130;Leini
CE;001063;Caselle Torinese;001316;Mappano
CE;001028;Borgaro Torinese;001316;Mappano
CE;001265;Settimo Torinese;001316;Mappano
CE;001130;Leini;001316;Mappano
CS;078156;Casali del Manco;078028;Casole Bruzio
CS;078156;Casali del Manco;078095;Pedace
CS;078156;Casali del Manco;078141;Serra Pedace
CS;078156;Casali del Manco;078144;Spezzano Piccolo
CS;078156;Casali del Manco;078151;Trenta
AQ;078156;Casali del Manco;078028;Casole Bruzio
AQ;078156;Casali del Manco;078095;Pedace
AQ;078156;Casali del Manco;078141;Serra Pedace
AQ;078156;Casali del Manco;078144;Spezzano Piccolo
AQ;078156;Casali del Manco;078151;Trenta
ES;078028;Casole Bruzio;078156;Casali del Manco
ES;078095;Pedace;078156;Casali del Manco
ES;078141;Serra Pedace;078156;Casali del Manco
ES;078144;Spezzano Piccolo;078156;Casali del Manco
ES;078151;Trenta;078156;Casali del Manco
AQ;079095;Petronà;079009;Belcastro
CE;079009;Belcastro;079095;Petronà
AQ;095067;Tresnuraghes;095083;Magomadas
CE;095067;Tresnuraghes;095083;Magomadas
AQ;095083;Magomadas;095067;Tresnuraghes
CE;095083;Magomadas;095067;Tresnuraghes
AP;025052;Sappada;030189;
CS;002170;Alto Sermenza;002111;Rima San Giuseppe
CS;002170;Alto Sermenza;002112;Rimasco
AQ;002170;Alto Sermenza;002111;Rima San Giuseppe
AQ;002170;Alto Sermenza;002112;Rimasco
ES;002111;Rima San Giuseppe;002170;Alto Sermenza
ES;002112;Rimasco;002170;Alto Sermenza
CS;002171;Cellio con Breia;002019;Breia
CS;002171;Cellio con Breia;002038;Cellio
AQ;002171;Cellio con Breia;002019;Breia
AQ;002171;Cellio con Breia;002038;Cellio
ES;002019;Breia;002171;Cellio con Breia
ES;002038;Cellio;002171;Cellio con Breia
CS;006191;Cassano Spinola;006042;Cassano Spinola
CS;006191;Cassano Spinola;006080;Gavazzana
AQ;006191;Cassano Spinola;006042;Cassano Spinola
AQ;006191;Cassano Spinola;006080;Gavazzana
ES;006042;Cassano Spinola;006191;Cassano Spinola
ES;006080;Gavazzana;006191;Cassano Spinola
CS;006192;Alluvioni Piovera;006006;Alluvioni Cambiò
CS;006192;Alluvioni Piovera;006130;Piovera
AQ;006192;Alluvioni Piovera;006006;Alluvioni Cambiò
AQ;006192;Alluvioni Piovera;006130;Piovera
ES;006006;Alluvioni Cambiò;006192;Alluvioni Piovera
ES;006130;Piovera;006192;Alluvioni Piovera
AQ;002156;Varallo;002123;Sabbia
ES;002123;Sabbia;002156;Varallo
CS;013254;Centro Valle Intelvi;013050;Casasco d'Intelvi
CS;013254;Centro Valle Intelvi;013060;Castiglione d'Intelvi
CS;013254;Centro Valle Intelvi;013205;San Fedele Intelvi
AQ;013254;Centro Valle Intelvi;013050;Casasco d'Intelvi
AQ;013254;Centro Valle Intelvi;013060;Castiglione d'Intelvi
AQ;013254;Centro Valle Intelvi;013205;San Fedele Intelvi
ES;013050;Casasco d'Intelvi;013254;Centro Valle Intelvi
ES;013060;Castiglione d'Intelvi;013254;Centro Valle Intelvi
ES;013205;San Fedele Intelvi;013254;Centro Valle Intelvi
CS;097093;Valvarrone;097041;Introzzo
CS;097093;Valvarrone;097081;Tremenico
CS;097093;Valvarrone;097089;Vestreno
AQ;097093;Valvarrone;097041;Introzzo
AQ;097093;Valvarrone;097089;Vestreno
AQ;097093;Valvarrone;097081;Tremenico
ES;097041;Introzzo;097093;Valvarrone
ES;097089;Vestreno;097093;Valvarrone
ES;097081;Tremenico;097093;Valvarrone
CS;020072;Borgo Mantovano;020040;Pieve di Coriano
CS;020072;Borgo Mantovano;020049;Revere
CS;020072;Borgo Mantovano;020067;Villa Poma
AQ;020072;Borgo Mantovano;020040;Pieve di Coriano
AQ;020072;Borgo Mantovano;020049;Revere
AQ;020072;Borgo Mantovano;020067;Villa Poma
ES;020040;Pieve di Coriano;020072;Borgo Mantovano
ES;020049;Revere;020072;Borgo Mantovano
ES;020067;Villa Poma;020072;Borgo Mantovano
CS;098062;Castelgerundo;098016;Cavacurta
CS;098062;Castelgerundo;098007;Camairago
AQ;098062;Castelgerundo;098016;Cavacurta
AQ;098062;Castelgerundo;098007;Camairago
ES;098016;Cavacurta;098062;Castelgerundo
ES;098007;Camairago;098062;Castelgerundo
CS;022250;Sèn Jan di Fassa-Sèn Jan;022145;Pozza di Fassa
CS;022250;Sèn Jan di Fassa-Sèn Jan;022217;Vigo di Fassa
AQ;022250;Sèn Jan di Fassa-Sèn Jan;022145;Pozza di Fassa
AQ;022250;Sèn Jan di Fassa-Sèn Jan;022217;Vigo di Fassa
ES;022145;Pozza di Fassa;022250;Sèn Jan di Fassa-Sèn Jan
ES;022217;Vigo di Fassa;022250;Sèn Jan di Fassa-Sèn Jan
CS;008068;Montalto Carpasio;008013;Carpasio
CS;008068;Montalto Carpasio;008036;Montalto Ligure
AQ;008068;Montalto Carpasio;008013;Carpasio
AQ;008068;Montalto Carpasio;008036;Montalto Ligure
ES;008013;Carpasio;008068;Montalto Carpasio
ES;008036;Montalto Ligure;008068;Montalto Carpasio
CS;033049;Alta Val Tidone;033009;Caminata
CS;033049;Alta Val Tidone;033029;Nibbiano
CS;033049;Alta Val Tidone;033031;Pecorara
AQ;033049;Alta Val Tidone;033009;Caminata
AQ;033049;Alta Val Tidone;033029;Nibbiano
AQ;033049;Alta Val Tidone;033031;Pecorara
ES;033009;Caminata;033049;Alta Val Tidone
ES;033029;Nibbiano;033049;Alta Val Tidone
ES;033031;Pecorara;033049;Alta Val Tidone
CS;049021;Rio;049015;Rio Marina
CS;049021;Rio;049016;Rio nell'Elba
AQ;049021;Rio;049015;Rio Marina
AQ;049021;Rio;049016;Rio nell'Elba
ES;049015;Rio Marina;049021;Rio
ES;049016;Rio nell'Elba;049021;Rio
CS;051042;Laterina Pergine Valdarno;051019;Laterina
CS;051042;Laterina Pergine Valdarno;051028;Pergine Valdarno
AQ;051042;Laterina Pergine Valdarno;051019;Laterina
AQ;051042;Laterina Pergine Valdarno;051028;Pergine Valdarno
ES;051019;Laterina;051042;Laterina Pergine Valdarno
ES;051028;Pergine Valdarno;051042;Laterina Pergine Valdarno
CS;030190;Fiumicello Villa Vicentina;030038;Fiumicello
CS;030190;Fiumicello Villa Vicentina;030134;Villa Vicentina
AQ;030190;Fiumicello Villa Vicentina;030038;Fiumicello
AQ;030190;Fiumicello Villa Vicentina;030134;Villa Vicentina
ES;030038;Fiumicello;030190;Fiumicello Villa Vicentina
ES;030134;Villa Vicentina;030190;Fiumicello Villa Vicentina
CS;030191;Treppo Ligosullo;030125;Treppo Carnico
CS;030191;Treppo Ligosullo;030050;Ligosullo
AQ;030191;Treppo Ligosullo;030125;Treppo Carnico
AQ;030191;Treppo Ligosullo;030050;Ligosullo
ES;030125;Treppo Carnico;030191;Treppo Ligosullo
ES;030050;Ligosullo;030191;Treppo Ligosullo
CS;028107;Borgo Veneto;028074;Saletto
CS;028107;Borgo Veneto;028081;Santa Margherita d'Adige
CS;028107;Borgo Veneto;028051;Megliadino San Fidenzio
AQ;028107;Borgo Veneto;028074;Saletto
AQ;028107;Borgo Veneto;028081;Santa Margherita d'Adige
AQ;028107;Borgo Veneto;028051;Megliadino San Fidenzio
ES;028074;Saletto;028107;Borgo Veneto
ES;028081;Santa Margherita d'Adige;028107;Borgo Veneto
ES;028051;Megliadino San Fidenzio;028107;Borgo Veneto
CS;024124;Barbarano Mossano;024011;Barbarano Vicentino
CS;024124;Barbarano Mossano;024069;Mossano
AQ;024124;Barbarano Mossano;024011;Barbarano Vicentino
AQ;024124;Barbarano Mossano;024069;Mossano
ES;024011;Barbarano Vicentino;024124;Barbarano Mossano
ES;024069;Mossano;024124;Barbarano Mossano
AP;097080;Torre de' Busi;016215;
AQ;087018;Grammichele;087027;Mineo
CE;087027;Mineo;087018;Grammichele
CS;078157;Corigliano-Rossano;078044;Corigliano Calabro
CS;078157;Corigliano-Rossano;078108;Rossano
AQ;078157;Corigliano-Rossano;078044;Corigliano Calabro
AQ;078157;Corigliano-Rossano;078108;Rossano
ES;078044;Corigliano Calabro;078157;Corigliano-Rossano
ES;078108;Rossano;078157;Corigliano-Rossano
AQ;095067;Tresnuraghes;095083;Magomadas
CE;095067;Tresnuraghes;095083;Magomadas
AQ;095083;Magomadas;095067;Tresnuraghes
CE;095083;Magomadas;095067;Tresnuraghes
CD;022250;Sèn Jan di Fassa-Sèn Jan;022250;San Giovanni di Fassa-Sèn Jan
CS;001317;Val di Chy;001005;Alice Superiore
CS;001317;Val di Chy;001138;Lugnacco
CS;001317;Val di Chy;001182;Pecco
AQ;001317;Val di Chy;001005;Alice Superiore
AQ;001317;Val di Chy;001138;Lugnacco
AQ;001317;Val di Chy;001182;Pecco
ES;001005;Alice Superiore;001317;Val di Chy
ES;001138;Lugnacco;001317;Val di Chy
ES;001182;Pecco;001317;Val di Chy
CS;001318;Valchiusa;001297;Vico Canavese
CS;001318;Valchiusa;001151;Meugliano
CS;001318;Valchiusa;001277;Trausella
AQ;001318;Valchiusa;001297;Vico Canavese
AQ;001318;Valchiusa;001151;Meugliano
AQ;001318;Valchiusa;001277;Trausella
ES;001297;Vico Canavese;001318;Valchiusa
ES;001151;Meugliano;001318;Valchiusa
ES;001277;Trausella;001318;Valchiusa
AQ;002002;Alagna Valsesia;002114;Riva Valdobbia
ES;002114;Riva Valdobbia;002002;Alagna Valsesia
AQ;004034;Busca;004236;Valmala
ES;004236;Valmala;004034;Busca
AQ;004213;Santo Stefano Belbo;004036;Camo
ES;004036;Camo;004213;Santo Stefano Belbo
AQ;004203;Saluzzo;004048;Castellar
ES;004048;Castellar;004203;Saluzzo
CS;003166;Gattico-Veruno;003071;Gattico
CS;003166;Gattico-Veruno;003157;Veruno
AQ;003166;Gattico-Veruno;003071;Gattico
AQ;003166;Gattico-Veruno;003157;Veruno
ES;003071;Gattico;003166;Gattico-Veruno
ES;003157;Veruno;003166;Gattico-Veruno
CS;096087;Quaregna Cerreto ;096051;Quaregna
CS;096087;Quaregna Cerreto ;096017;Cerreto Castello
AQ;096087;Quaregna Cerreto ;096051;Quaregna
AQ;096087;Quaregna Cerreto ;096017;Cerreto Castello
ES;096051;Quaregna;096087;Quaregna Cerreto 
ES;096017;Cerreto Castello;096087;Quaregna Cerreto 
CS;096088;Valdilana  ;096084;Mosso
CS;096088;Valdilana  ;096062;Soprana
CS;096088;Valdilana  ;096070;Trivero
CS;096088;Valdilana  ;096073;Valle Mosso
AQ;096088;Valdilana  ;096084;Mosso
AQ;096088;Valdilana  ;096062;Soprana
AQ;096088;Valdilana  ;096070;Trivero
AQ;096088;Valdilana  ;096073;Valle Mosso
ES;096084;Mosso;096088;Valdilana  
ES;096062;Soprana;096088;Valdilana  
ES;096070;Trivero;096088;Valdilana  
ES;096073;Valle Mosso;096088;Valdilana  
CS;103079;Valle Cannobina;103020;Cavaglio-Spoccia
CS;103079;Valle Cannobina;103027;Cursolo-Orasso
CS;103079;Valle Cannobina;103030;Falmenta
AQ;103079;Valle Cannobina;103020;Cavaglio-Spoccia
AQ;103079;Valle Cannobina;103027;Cursolo-Orasso
AQ;103079;Valle Cannobina;103030;Falmenta
ES;103020;Cavaglio-Spoccia;103079;Valle Cannobina
ES;103027;Cursolo-Orasso;103079;Valle Cannobina
ES;103030;Falmenta;103079;Valle Cannobina
AQ;019107;Torre de' Picenardi;019008;Ca' d'Andrea
ES;019008;Ca' d'Andrea;019107;Torre de' Picenardi
CS;013255;Solbiate con Cagno;013215;Solbiate
CS;013255;Solbiate con Cagno;013038;Cagno
AQ;013255;Solbiate con Cagno;013215;Solbiate
AQ;013255;Solbiate con Cagno;013038;Cagno
ES;013215;Solbiate;013255;Solbiate con Cagno
ES;013038;Cagno;013255;Solbiate con Cagno
CS;018193;Colli Verdi;018028;Canevino
CS;018193;Colli Verdi;018132;Ruino
CS;018193;Colli Verdi;018170;Valverde
AQ;018193;Colli Verdi;018028;Canevino
AQ;018193;Colli Verdi;018132;Ruino
AQ;018193;Colli Verdi;018170;Valverde
ES;018028;Canevino;018193;Colli Verdi
ES;018132;Ruino;018193;Colli Verdi
ES;018170;Valverde;018193;Colli Verdi
CS;019116;Piadena Drizzona;019042;Drizzona
CS;019116;Piadena Drizzona;019071;Piadena
AQ;019116;Piadena Drizzona;019042;Drizzona
AQ;019116;Piadena Drizzona;019071;Piadena
ES;019042;Drizzona;019116;Piadena Drizzona
ES;019071;Piadena;019116;Piadena Drizzona
AQ;020057;San Giorgio di Mantova;020004;Bigarello
ES;020004;Bigarello;020057;San Giorgio di Mantova
CD;020057;San Giorgio di Mantova;020057;San Giorgio Bigarello
CS;020073;Borgocarbonara  ;020006;Borgofranco sul Po
CS;020073;Borgocarbonara  ;020009;Carbonara di Po
AQ;020073;Borgocarbonara  ;020006;Borgofranco sul Po
AQ;020073;Borgocarbonara  ;020009;Carbonara di Po
ES;020006;Borgofranco sul Po;020073;Borgocarbonara  
ES;020009;Carbonara di Po;020073;Borgocarbonara  
CS;022251;Terre d'Adige;022126;Nave San Rocco
CS;022251;Terre d'Adige;022225;Zambana
AQ;022251;Terre d'Adige;022126;Nave San Rocco
AQ;022251;Terre d'Adige;022225;Zambana
ES;022126;Nave San Rocco;022251;Terre d'Adige
ES;022225;Zambana;022251;Terre d'Adige
CS;034051;Sorbolo Mezzani;034021;Mezzani
CS;034051;Sorbolo Mezzani;034037;Sorbolo
AQ;034051;Sorbolo Mezzani;034021;Mezzani
AQ;034051;Sorbolo Mezzani;034037;Sorbolo
ES;034021;Mezzani;034051;Sorbolo Mezzani
ES;034037;Sorbolo;034051;Sorbolo Mezzani
CS;038029;Riva del Po;038002;Berra
CS;038029;Riva del Po;038020;Ro
AQ;038029;Riva del Po;038002;Berra
AQ;038029;Riva del Po;038020;Ro
ES;038002;Berra;038029;Riva del Po
ES;038020;Ro;038029;Riva del Po
CS;038030;Tresignana;038009;Formignana
CS;038030;Tresignana;038024;Tresigallo
AQ;038030;Tresignana;038009;Formignana
AQ;038030;Tresignana;038024;Tresigallo
ES;038009;Formignana;038030;Tresignana
ES;038024;Tresigallo;038030;Tresignana
CS;048054;Barberino Tavarnelle;048003;Barberino Val d'Elsa
CS;048054;Barberino Tavarnelle;048045;Tavarnelle Val di Pesa
AQ;048054;Barberino Tavarnelle;048003;Barberino Val d'Elsa
AQ;048054;Barberino Tavarnelle;048045;Tavarnelle Val di Pesa
ES;048003;Barberino Val d'Elsa;048054;Barberino Tavarnelle
ES;048045;Tavarnelle Val di Pesa;048054;Barberino Tavarnelle
CS;041071;Sassocorvaro Auditore;041003;Auditore
CS;041071;Sassocorvaro Auditore;041059;Sassocorvaro
AQ;041071;Sassocorvaro Auditore;041003;Auditore
AQ;041071;Sassocorvaro Auditore;041059;Sassocorvaro
ES;041003;Auditore;041071;Sassocorvaro Auditore
ES;041059;Sassocorvaro;041071;Sassocorvaro Auditore
CS;025074;Borgo Valbelluna;025028;Lentiai
CS;025074;Borgo Valbelluna;025034;Mel
CS;025074;Borgo Valbelluna;025061;Trichiana
AQ;025074;Borgo Valbelluna;025028;Lentiai
AQ;025074;Borgo Valbelluna;025034;Mel
AQ;025074;Borgo Valbelluna;025061;Trichiana
ES;025028;Lentiai;025074;Borgo Valbelluna
ES;025034;Mel;025074;Borgo Valbelluna
ES;025061;Trichiana;025074;Borgo Valbelluna
CS;026096;Pieve del Grappa;026024;Crespano del Grappa
CS;026096;Pieve del Grappa;026054;Paderno del Grappa
AQ;026096;Pieve del Grappa;026024;Crespano del Grappa
AQ;026096;Pieve del Grappa;026054;Paderno del Grappa
ES;026024;Crespano del Grappa;026096;Pieve del Grappa
ES;026054;Paderno del Grappa;026096;Pieve del Grappa
CS;024125;Valbrenta;024023;Campolongo sul Brenta
CS;024125;Valbrenta;024031;Cismon del Grappa
CS;024125;Valbrenta;024093;San Nazario
CS;024125;Valbrenta;024114;Valstagna
AQ;024125;Valbrenta;024023;Campolongo sul Brenta
AQ;024125;Valbrenta;024031;Cismon del Grappa
AQ;024125;Valbrenta;024093;San Nazario
AQ;024125;Valbrenta;024114;Valstagna
ES;024023;Campolongo sul Brenta;024125;Valbrenta
ES;024031;Cismon del Grappa;024125;Valbrenta
ES;024093;San Nazario;024125;Valbrenta
ES;024114;Valstagna;024125;Valbrenta
CS;006193;Lu e Cuccaro Monferrato;006064;Cuccaro Monferrato
CS;006193;Lu e Cuccaro Monferrato;006089;Lu
AQ;006193;Lu e Cuccaro Monferrato;006064;Cuccaro Monferrato
AQ;006193;Lu e Cuccaro Monferrato;006089;Lu
ES;006064;Cuccaro Monferrato;006193;Lu e Cuccaro Monferrato
ES;006089;Lu;006193;Lu e Cuccaro Monferrato
CS;015251;Vermezzo con Zelo;015235;Vermezzo
CS;015251;Vermezzo con Zelo;015246;Zelo Surrigone
AQ;015251;Vermezzo con Zelo;015235;Vermezzo
AQ;015251;Vermezzo con Zelo;015246;Zelo Surrigone
ES;015235;Vermezzo;015251;Vermezzo con Zelo
ES;015246;Zelo Surrigone;015251;Vermezzo con Zelo
CS;012143;Cadrezzate con Osmate;012028;Cadrezzate
CS;012143;Cadrezzate con Osmate;012111;Osmate
AQ;012143;Cadrezzate con Osmate;012028;Cadrezzate
AQ;012143;Cadrezzate con Osmate;012111;Osmate
ES;012028;Cadrezzate;012143;Cadrezzate con Osmate
ES;012111;Osmate;012143;Cadrezzate con Osmate
CS;024126;Colceresa;024058;Mason Vicentino
CS;024126;Colceresa;024059;Molvena
AQ;024126;Colceresa;024058;Mason Vicentino
AQ;024126;Colceresa;024059;Molvena
ES;024058;Mason Vicentino;024126;Colceresa
ES;024059;Molvena;024126;Colceresa
CS;024127;Lusiana Conco;024033;Conco
CS;024127;Lusiana Conco;024054;Lusiana
AQ;024127;Lusiana Conco;024033;Conco
AQ;024127;Lusiana Conco;024054;Lusiana
ES;024033;Conco;024127;Lusiana Conco
ES;024054;Lusiana;024127;Lusiana Conco
CD;023052;Negrar;023052;Negrar di Valpolicella
CS;075098;Presicce-Acquarica;075062;Presicce
CS;075098;Presicce-Acquarica;075001;Acquarica del Capo
AQ;075098;Presicce-Acquarica;075062;Presicce
AQ;075098;Presicce-Acquarica;075001;Acquarica del Capo
ES;075062;Presicce;075098;Presicce-Acquarica
ES;075001;Acquarica del Capo;075098;Presicce-Acquarica
CD;006045;Castellania;006045;Castellania Coppi
AQ;019033;Corte de' Frati;019077;Pozzaglio ed Uniti
CE;019033;Corte de' Frati;019077;Pozzaglio ed Uniti
AQ;019077;Pozzaglio ed Uniti;019033;Corte de' Frati
CE;019077;Pozzaglio ed Uniti;019033;Corte de' Frati
CD;021076;Salorno/Salurn;021076;Salorno sulla strada del vino/Salurn an der Weinstraße
AQ;095067;Tresnuraghes;095083;Magomadas
CE;095067;Tresnuraghes;095083;Magomadas
AQ;095083;Magomadas;095067;Tresnuraghes
CE;095083;Magomadas;095067;Tresnuraghes
CS;022252;Borgo d'Anaunia;022046;Castelfondo
CS;022252;Borgo d'Anaunia;022088;Fondo
CS;022252;Borgo d'Anaunia;022111;Malosco
AQ;022252;Borgo d'Anaunia;022046;Castelfondo
AQ;022252;Borgo d'Anaunia;022088;Fondo
AQ;022252;Borgo d'Anaunia;022111;Malosco
ES;022046;Castelfondo;022252;Borgo d'Anaunia
ES;022088;Fondo;022252;Borgo d'Anaunia
ES;022111;Malosco;022252;Borgo d'Anaunia
CS;022253;Novella;022027;Brez
CS;022253;Novella;022030;Cagnò
CS;022253;Novella;022063;Cloz
CS;022253;Novella;022152;Revò
CS;022253;Novella;022154;Romallo
AQ;022253;Novella;022027;Brez
AQ;022253;Novella;022030;Cagnò
AQ;022253;Novella;022063;Cloz
AQ;022253;Novella;022152;Revò
AQ;022253;Novella;022154;Romallo
ES;022027;Brez;022253;Novella
ES;022030;Cagnò;022253;Novella
ES;022063;Cloz;022253;Novella
ES;022152;Revò;022253;Novella
ES;022154;Romallo;022253;Novella
CS;022254;Ville di Fiemme;022041;Carano
CS;022254;Ville di Fiemme;022070;Daiano
CS;022254;Ville di Fiemme;022211;Varena
AQ;022254;Ville di Fiemme;022041;Carano
AQ;022254;Ville di Fiemme;022070;Daiano
AQ;022254;Ville di Fiemme;022211;Varena
ES;022041;Carano;022254;Ville di Fiemme
ES;022070;Daiano;022254;Ville di Fiemme
ES;022211;Varena;022254;Ville di Fiemme
ES;022080;Faedo;022167;San Michele all'Adige
AQ;022167;San Michele all'Adige;022080;Faedo
ES;097085;Vendrogno;097008;Bellano
AQ;097008;Bellano;097085;Vendrogno
AQ;084003;Aragona;084017;Favara
CE;084003;Aragona;084017;Favara
AQ;084017;Favara;084003;Aragona
CE;084017;Favara;084003;Aragona
AQ;084001;Agrigento;084017;Favara
CE;084001;Agrigento;084017;Favara
AQ;084017;Favara;084001;Agrigento
CE;084017;Favara;084001;Agrigento
CE;007031;Gressan;007066;Sarre
AQ;007066;Sarre;007031;Gressan
ES;041032;Monteciccardo;041044;Pesaro
AQ;041044;Pesaro;041032;Monteciccardo
